timestamp,utilization_percent,memory_used_mb,power_watts
1760793683.6364496,9,26.66015625,50.0
1760793684.637691,0,26.64453125,23.0
1760793685.6382716,0,26.64453125,22.0
1760793686.639442,0,26.64453125,22.0
1760793687.6400645,0,26.64453125,22.0
1760793688.6404822,0,26.64453125,22.0
1760793689.6408997,0,26.64453125,22.0
1760793690.641318,0,26.64453125,22.0
1760793691.6417003,34,8984.05078125,94.0
1760793692.6419728,99,11383.8828125,275.0
1760793693.6422653,99,11383.8828125,275.0
1760793694.6426883,99,11383.8828125,273.0
1760793695.6431131,99,11383.8828125,274.0
1760793696.6434743,99,11383.8828125,273.0
1760793697.6439495,99,11383.8828125,275.0
1760793698.6443691,99,11383.8828125,273.0
1760793699.6447828,99,11383.8828125,273.0
1760793700.6450784,99,11383.8828125,273.0
1760793701.6455305,99,11383.8828125,275.0
1760793702.6457994,99,11383.8828125,273.0
1760793703.6460574,99,11383.8828125,273.0
1760793704.6462944,99,11383.8828125,273.0
1760793705.6465533,99,11383.8828125,273.0
1760793706.6469023,99,11383.8828125,274.0
1760793707.6471503,99,11383.8828125,273.0
1760793708.6474268,99,11383.8828125,274.0
1760793709.647822,99,11383.8828125,273.0
1760793710.648253,99,11383.8828125,274.0
1760793711.6486104,99,11383.8828125,273.0
1760793712.6490967,99,11383.8828125,273.0
1760793713.6495242,99,11383.8828125,274.0
1760793714.6499548,99,11383.8828125,273.0
1760793715.6503508,99,11383.8828125,275.0
1760793716.6507828,99,11383.8828125,273.0
1760793717.651184,99,11383.8828125,274.0
1760793718.6516235,99,11383.8828125,274.0
1760793719.6521232,99,11383.8828125,273.0
1760793720.6525362,99,11383.8828125,274.0
1760793721.6528912,99,11383.8828125,274.0
