timestamp,utilization_percent,memory_used_mb,power_watts
1758308336.995494,0,355.625,19.441
1758308337.9956777,28,22025.1875,41.725
1758308338.9958334,99,14005.1875,179.934
1758308339.9959388,100,23873.1875,295.78
1758308340.9960444,100,23873.1875,319.493
1758308341.9961438,100,23873.1875,320.025
1758308342.9962409,100,23873.1875,321.034
1758308343.9963942,100,23873.1875,324.732
1758308344.996496,100,23873.1875,323.798
1758308345.9965909,100,23873.1875,322.787
1758308346.9967492,99,23873.1875,322.051
1758308347.9969096,100,23873.1875,321.657
1758308348.997054,100,23873.1875,323.542
1758308349.9971979,100,23873.1875,322.818
1758308350.9973478,99,23873.1875,322.748
1758308351.9975033,100,23873.1875,323.35
1758308352.9976513,100,23873.1875,323.025
1758308353.9978025,100,23873.1875,324.419
1758308354.9979634,100,23873.1875,323.219
1758308355.9981265,100,23873.1875,322.987
1758308356.9982646,100,23873.1875,323.895
1758308357.998406,100,23873.1875,323.417
1758308358.998505,100,23873.1875,325.554
1758308359.998602,100,23873.1875,324.146
1758308360.9987187,100,23873.1875,324.079
1758308362.0017195,100,23873.1875,324.072
1758308363.0021281,100,23873.1875,324.19
1758308364.0022244,100,23873.1875,326.133
1758308365.0023162,100,23873.1875,325.633
1758308366.0024192,100,23873.1875,325.327
1758308367.0027952,100,23873.1875,325.06
1758308368.0038912,100,23873.1875,325.624
1758308369.0049493,100,23873.1875,327.185
1758308370.0050888,100,23873.1875,327.35
1758308371.0070152,100,23873.1875,326.07
1758308372.0077412,100,23873.1875,326.237
1758308373.007854,100,23873.1875,326.909
1758308374.0079532,100,23873.1875,327.201
1758308375.0083883,100,23873.1875,328.093
1758308376.0085034,100,23873.1875,327.722
1758308377.0086143,100,23873.1875,327.756
1758308378.008714,100,23873.1875,327.102
1758308379.0088072,100,23873.1875,327.914
1758308380.0088983,100,23873.1875,328.824
1758308381.0089898,100,23873.1875,327.707
1758308382.0090816,100,23873.1875,327.498
1758308383.0091739,100,23873.1875,327.538
1758308384.0092642,100,23873.1875,328.773
1758308385.009355,100,23873.1875,329.9
1758308386.009445,99,23873.1875,328.827
1758308387.0095358,100,23873.1875,328.95
