timestamp,gpu_vendor,gpu_name,model,precision,batch_size,epochs,total_time_sec,avg_throughput_samples_per_sec,final_loss,nan_inf_count,skipped_steps,peak_memory_mb,avg_utilization_percent,avg_power_watts
2025-10-18T11:13:40.911399,nvidia,NVIDIA GeForce RTX 4090,bert-large,fp16,2,1,11.040310382843018,18.115432724681924,0.67919921875,0,0,7477.1875,20.571428571428573,90.119
