timestamp,gpu_vendor,gpu_name,model,precision,batch_size,epochs,total_time_sec,avg_throughput_samples_per_sec,final_loss,nan_inf_count,skipped_steps,peak_memory_mb,avg_utilization_percent,avg_power_watts
2025-10-18T10:46:55.336149,nvidia,NVIDIA GeForce RTX 4090,gpt2,fp32,12,1,5.315378665924072,225.7600211426106,10.934955596923828,0,0,5317.1875,45.888888888888886,148.71566666666666
