timestamp,utilization_percent,memory_used_mb,power_watts
1758400245.1483967,3,26.6640625,41.0
1758400246.149045,0,26.63671875,28.0
1758400247.1494997,0,26.63671875,28.0
1758400248.1499233,0,26.63671875,28.0
1758400249.150511,0,26.63671875,27.0
1758400250.2664251,0,26.63671875,27.0
1758400251.398971,0,26.63671875,27.0
1758400252.3993475,0,26.63671875,27.0
1758400253.399822,0,26.63671875,27.0
1758400254.4002914,12,940.33984375,40.0
1758400255.4007304,78,16445.85546875,225.0
1758400256.4011207,96,16484.61328125,267.0
1758400257.4015863,100,16484.61328125,273.0
1758400258.4021184,100,16484.61328125,273.0
1758400259.402676,99,16484.61328125,273.0
1758400260.4031215,100,16484.61328125,273.0
1758400261.403528,100,16484.61328125,274.0
1758400262.4041278,100,16484.61328125,274.0
1758400263.4046555,100,16484.61328125,274.0
1758400264.4050274,100,16484.61328125,273.0
1758400265.4053915,99,16484.61328125,273.0
1758400266.4059167,100,16484.61328125,274.0
1758400267.40628,100,16484.61328125,274.0
1758400268.4066525,100,16484.61328125,273.0
1758400269.40718,100,16484.61328125,274.0
1758400270.407555,100,16484.61328125,273.0
1758400271.4080565,99,16484.61328125,274.0
1758400272.4084308,100,16484.61328125,274.0
1758400273.4087946,100,16484.61328125,273.0
1758400274.4094203,100,16484.61328125,273.0
1758400275.4096556,100,16484.61328125,273.0
1758400276.4100218,100,16484.61328125,273.0
1758400277.4106767,100,16484.61328125,274.0
1758400278.4112172,100,16484.61328125,274.0
1758400279.4115798,99,16484.61328125,273.0
1758400280.4121068,100,16484.61328125,274.0
1758400281.412478,100,16484.61328125,273.0
1758400282.4128916,100,16484.61328125,273.0
1758400283.413344,100,16484.61328125,273.0
1758400284.4137135,100,16484.61328125,273.0
1758400285.4141426,100,16484.61328125,273.0
1758400286.4146075,100,16484.61328125,273.0
1758400287.4150982,100,16484.61328125,273.0
1758400288.415568,100,16484.61328125,274.0
1758400289.4159899,100,16484.61328125,274.0
1758400290.4165268,100,16484.61328125,273.0
1758400291.4168947,100,16484.61328125,273.0
1758400292.4172633,100,16484.61328125,274.0
1758400293.4176588,100,16484.61328125,273.0
1758400294.4183333,100,16484.61328125,273.0
1758400295.4188738,100,16484.61328125,274.0
1758400296.4192963,100,16484.61328125,274.0
1758400297.4197595,100,16484.61328125,274.0
1758400298.4201455,100,16484.61328125,273.0
1758400299.4205956,100,16484.61328125,273.0
1758400300.421033,100,16484.61328125,273.0
1758400301.421452,100,16484.61328125,273.0
1758400302.4218616,100,16484.61328125,274.0
1758400303.4222274,100,16484.61328125,274.0
1758400304.4227006,100,16484.61328125,274.0
1758400305.423106,99,16484.61328125,274.0
1758400306.4235497,100,16484.61328125,273.0
1758400307.4239206,100,16484.61328125,274.0
1758400308.4243877,100,16484.61328125,274.0
1758400309.4248133,100,16484.61328125,273.0
1758400310.4252298,100,16484.61328125,274.0
1758400311.425601,100,16484.61328125,273.0
1758400312.4260445,100,16484.61328125,273.0
1758400313.4262862,100,16484.61328125,273.0
1758400314.426795,100,16484.61328125,273.0
1758400315.4273188,100,16484.61328125,274.0
1758400316.4277356,100,16484.61328125,274.0
1758400317.4281337,100,16484.61328125,273.0
1758400318.428601,100,16484.61328125,273.0
1758400319.4290273,100,16484.61328125,273.0
1758400320.4293952,100,16484.61328125,274.0
1758400321.429759,100,16484.61328125,273.0
1758400322.4301527,100,16484.61328125,273.0
1758400323.43083,99,16484.61328125,274.0
1758400324.4312294,99,16484.61328125,274.0
1758400325.4316633,99,16484.61328125,273.0
1758400326.4321084,100,16484.61328125,274.0
1758400327.4326386,100,16484.61328125,273.0
1758400328.433008,100,16484.61328125,274.0
1758400329.4334617,100,16484.61328125,274.0
1758400330.4338233,100,16484.61328125,273.0
1758400331.4343183,100,16484.61328125,274.0
1758400332.434687,100,16484.61328125,274.0
1758400333.4352944,100,16484.61328125,273.0
1758400334.4358065,100,16484.61328125,273.0
