timestamp,gpu_vendor,gpu_name,model,precision,batch_size,epochs,total_time_sec,avg_throughput_samples_per_sec,final_loss,nan_inf_count,skipped_steps,peak_memory_mb,avg_utilization_percent,avg_power_watts
2025-10-18T08:43:00.689705,nvidia,NVIDIA L40S,resnet50,bf16,256,1,24.616431951522827,1039.9557519308287,2.312896728515625,0,0,14165.75,94.68,299.40552
